"Reg","Type","CN","Manufacturer","Owner","DateRegistered","Status"
"5Y-VAN","CESSNA 208B","208b-0950","CESSNA AIRCRAFT COMPANY","OWNER: CESSNA FINANCE CORPORATIONBP.O. BOX 308 WICHITA,KS 67201-3106 USA LESSEE: MOMBASA AIR SAFARI LIMITEDMOI INTERNATIONAL AIRPORT P.O. BOX 93961-80115 MOMBASA, KENYA","2007-10-31","VALID"
"5Y-VCK","CESSNA 404","404-625","CESSNA AIRCRAFT COMPANY","OWNER: IBIS AVIATION LTD. P. O. BOX 47518 NAIROBI. FINANCIER: EQUATORIAL COMMERCIAL BANKP. O. BOX 52467 NAIROBI","1996-03-31","EXPIRED"
"5Y-VOH","CESSNA 172K","R-1722561","CESSNA AIRCRAFT COMPANY","MRS. HEDDA STEYN, P. O. BOX 44924,, NAIROBI., ","1988-05-31","VALID"
"5Y-VPB","CESSNA 337","-337-01198","CESSNA AIRCRAFT COMPANY","OWNER:SUNLODGES LTD. P.O. BOX 24833 NAIROBI.","2006-07-31","VALID"
"5Y-VPM","VPM 15 GYROPLANE","VPM 15 UK 103","BARLOW HP","PETER JOHN ZANETTIP.O. BOX 90436 MOMBASA.","1995-12-31","EXPIRED"
"5Y-VVA","LET 410U VP-E9","962633","LET A.S.KUNOVICE","BLUESKY AVIATION SERVICES LTD,P. O. BOX 18518-00500, NAIROBI","2007-09-31","VALID"
"5Y-VVB","LET 410UVP-E9","962704","LET A.S.KUNOVICE","BLUEBIRD AVIATION LTD, , P. O. BOX 52382,, NAIROBI, ","2007-06-31","EXPIRED"
"5Y-VVC","LET 410 UVP-E20","922728","LET A.S.KUNOVICE","BLUEBIRD AVIATION LTD, P O BOX 52382, NAIROBI, ","2001-06-31","VALID"
"5Y-VVD","LET 410 UVP-E9","872009","LET A.S.KUNOVICE","OWNER: PACIFIC AIRLEASE LTD P O BOX 301, QUEEN HOUSE DON ROAD, ST, HELIER JERSEY. C.I.LESSEE: BLUEBIRD AVIATION LTD P O BOX 52382 NAIROBI","","EXPIRED"
"5Y-VVE","LET 410 UVP-E20","922726","LET A.S.KUNOVICE","OWNER:BLUE BIRD AVIATION P. O. BOX 52382 NAIROBI","2004-10-31","VALID"
"5Y-VVF","FOKKER 
F27-MK050","20136","FOKKER AIRCRAFT B.V","AMAZON INTERNATIONAL FZEP.O.BOX 3483AJMAN FREE ZONE UAE,LESSEE:BLUE BIRD AVIATION LTDP.O. BOX 52382 NAIROBI","2008-06-31","EXPIRED"
"5Y-VVG","F27-MK-050
FOKKER MK050","20137","FOKKER AIRCRAFT B.V","AMAZON INTERNATIONAL FZEP.O.BOX 3483AJMAN FREE ZONE UAE,LESSEE:BLUE BIRD AVIATION LTDP.O. BOX 52382 NAIROBI","2008-06-31","VALID"
"5Y-VVH","FOKKER F27-MK050","20203","FOKKER AIRCRAFT B.V","AMAZON INTERNATIONAL FZEP.O.BOX 3483AJMAN FREE ZONE UAE,LESSEE:BLUE BIRD AVIATION LTDP.O. BOX 52382 NAIROBI","2008-06-31","VALID"
"5Y-VVJ","FOKKER F27-MK50","20133","FOKKER AIRCRAFT B.V","AMAZON INTERNATIONAL FZEP.O.BOX 3483AJMAN FREE ZONE UAE,LESSEE:BLUE BIRD AVIATION LTDP.O. BOX 52382 NAIROBI","2008-06-31","VALID"
"5Y-VVK","FOKKER 27MK50","20213","FOKKER AIRCRAFT B.V","AMAZON INTERNATIONAL FZEP.O.BOX 3483AJMAN FREE ZONE UAE,LESSEE:BLUE BIRD AVIATION LTDP.O. BOX 52382 NAIROBI","2008-06-31","VALID"
"5Y-VVL","LET 410 UVP-E9","872018","LET A.S.KUNOVICE","BLUE BIRD AVIATION LTD, P O BOX 52382, NAIROBI, ","2008-12-31","VALID"
"5Y-VVM","BEECHCRAFT 1900D","VE-175","BEECH AIRCRAFT COMPANY","AMAZON INTERNATIONAL FZEP.O.BOX 3483AJMAN FREE ZONE UAE,LESSEE:BLUE BIRD AVIATION LTDP.O. BOX 52382 NAIROBI","2008-06-31","VALID"
"5Y-VVN","DHC8-102-","62","BOMBADIER INC","OWNER:BLUEBIRD AVIATION LIMITED, P.O BOX 52382-00200.NAIROBI.","1900-01-31","VALID"
"5Y-VVP","","DHC-8-106","BOMBADIER INC","BLUEBIRD AVIATION LTD. P.O. BOX 52382NAIROBI","2006-12-31","VALID"
"5Y-VVQ","BEECHCRAFT 1900D","UE-250","BEECHCRAFT AIRCRAFT CORPORATION","BLUEBIRD AVIATION LTD. P.O. BOX 52382NAIROBI","","VALID"
"5Y-VVR","DHC8-102-","204","BOMBADIER INC","OWNER:AMAZON INTERNATIONAL,P.O BOX 3483,AJMAN FREE ZONE.U.A.E.LESSEE:BLUEBIRD AVIATION LIMITED, P.O BOX 52382-00200.NAIROBI.","1900-01-31","VALID"
"5Y-VVS","DHC8-102-","349","BOMBADIER INC","OWNER:AMAZON INTERNATIONAL,P.O BOX 3483,AJMAN FREE ZONE.U.A.E.LESSEE:BLUEBIRD AVIATION LIMITED, P.O BOX 52382-00200.NAIROBI.","1900-01-31","VALID"
"5Y-VVT","","DHC-8-102","BOMBADIER INC","OWNER:AMAZON INTERNATIONAL,P.O BOX 3483,AJMAN FREE ZONE.U.A.E.LESSEE:BLUEBIRD AVIATION LIMITED, P.O BOX 52382-00200.NAIROBI.","1900-01-31","VALID"
"5Y-WCH","KITFOX CLASSIC IV","C9511-0132","SKYSTAR AIRCRAFT CORPORATION","OWNER:WILLIAM ROY CARR-HARTLY, P. O. BOX 24773, NAIROBI, ","","VALID"
"5Y-WFP","CESSNA 182","182-59723","CESSNA AIRCRAFT COMPANY","OWNER:WINGS FOR PROGRESP. O. BOX 47331NAIROBI","","EXPIRED"
"5Y-WIZ","KITFOX V SPEEDSTAR","S9403-0005","","CHARLES MATHIU LLEWELYN DYER BOX 447 NANYUKI","2002-03-31","EXPIRED"
"5Y-WJH","PIPER PA28-180","28-7105094","PIPER AIRCRAFT COMPANY","OWNER:KENYA SCHOOL OF FLYING P. O. BOX 74714NAIROBI","","EXPIRED"
"5Y-WJV","PIPER PA.25","25-4469","PIPER AIRCRAFT COMPANY","SHIMO DRILLING COMPANY (KENYA) LTD.P. O. BOX 1115 NAIROBI ","","EXPIRED"
"5Y-WKA","PIPER PA.23-250","27-7754016","PIPER AIRCRAFT COMPANY","OWNER:D. G. M. HUTCHISON P. O. BOX 44286 NAIROBI","","EXPIRED"
"5Y-WOF","BEECHCRAFT BE-A36","E-1054","BEECH AIRCRAFT COMPANY","OWNER:IAN HAMISH CRAIG LEWA DOWNS PRIVATE BAG ISIOLO","2008-03-31","EXPIRED"
"5Y-WOP","CESSNA 206","U206-05080","CESSNA AIRCRAFT COMPANY","STEFANO CHELI $ ELIZABETH BLANCHE CHELIP. O. BOX 39806NAIROBI","","EXPIRED"
"5Y-XNZ","DHC-5 BUFFALO","81","BOMBADIER INC","OWNER: P.T. INDUSTRIES PESAWAT TERBANG NUSANTRA.CUSTOMER SUPPORT DIVISION JALAN PAJAJARAN 154 BANDUNG 40174, INDONESIA LESSEE: TRIDENT ENTERPRISES LTDP. O. BOX 13501, NAIROBI","","EXPIRED"
"5Y-XPA","CESSNA 208B","208B0329","CESSNA AIRCRAFT COMPANY","AFRICAN INLAND MISSION INTERNATIONAL TRUSTEES REGISTERED P. O. BOX 21171 NAIROBI 00505","2004-01-31","VALID"
"5Y-XTC","LANCAIR 235","KITNO-210","PATRICK .A.WILL","PATRICK A. WILL, P. O. BOX 84229, MOMBASA, ","1993-11-31","VALID"
"5Y-XXA","DC9-14","45725","DE-HAVILLAND AIRCRAFT OF CANADA","OWNER: AIRFIN INVESTMENT LTD., C/O SH CORPORATE SERVICE LTD,, 4TH FLOOR, HARBOUR CENTERP.O.BOX 61 GT,GEORGE TOWN, GRAND CAYMAN,CAYMAN ISLANDS, LESSEE:EAST AFRICAN SAFRI AIR EXPRESS LTDP.O.BOX 27763-00506 NAIROBI NYAYO STADIUM, ","2007-06-31","VALID"
"5Y-XXB","DC9-14","45711","DE-HAVILLAND AIRCRAFT OF CANADA","OWNER: AIRFIN INVESTMENT LTD., C/O SH CORPORATE SERVICE LTD,, 4TH FLOOR, HARBOUR CENTERP.O.BOX 61 GT,GEORGE TOWN, GRAND CAYMAN,CAYMAN ISLANDS, LESSEE:EAST AFRICAN SAFRI AIR EXPRESS LTDP.O.BOX 27763-00506 NAIROBI NYAYO STADIUM, ","2007-06-31","VALID"
"5Y-YCK","CESSNA C177B","1770-1694","CESSNA AIRCRAFT COMPANY","OWNER:KARL-OTTO OLEITZ P.O BOX 20040 NAIROBI","1900-01-31","VALID"
"5Y-YKM","HS748-2B","1779","BRITISH AEROSPACE HAWKER SIDDELEY","OWNER:748 AIR SERVICES LTD, P. O. BOX 53012,00200, NAIROBI, KENYA, ","2004-03-31","VALID"
"5Y-ZAR","CESSNA 402A","91","CESSNA AIRCRAFT COMPANY","OWNER:PETER NDAVU P. O. BOX 18518 NAIROBI","1996-09-31","EXPIRED"
"5Y-ZBD","CESSNA 208 B 208","B-1109","CESSNA AIRCRAFT COMPANY","BOSKOVIC.Z.AIR CHARTER LTD, P.O.BOX 45646, NAIROBI, ","","VALID"
"5Y-ZBI","CESSNA 208","208-B0324","CESSNA AIRCRAFT COMPANY","SAFARI LINK AVIATION LTD, P.O.BOX 41937-00100, NAIROBI., FINANCIER: CFC BANK LTD, P.O.BOX 72833, NAIROBI, ","2006-02-31","VALID"
"5Y-ZBK","BEECH KINGAIR 200","BB1714","BEECH AIRCRAFT COMPANY","OWNER: RAYTHEON AIRCRAFT RECEIVABLES CORPORATION 10511 EAST CENTRAL AVE WICHITA, KANSAS 67201-0085 USA, LESSEE: Z. BOSKOVIC AIRCHARTERS LTD, P. O. BOX 45646,NAIROBI., ","2000-07-31","VALID"
"5Y-ZBL","CESSNA 208","208B-0338","CESSNA AIRCRAFT COMPANY","Z. BOSKOVIC AIRCHARTERS , P. O. BOX 45646, NAIROBI, ","1993-11-31","VALID"
"5Y-ZBM","CESSNA 206H","20608114","CESSNA AIRCRAFT COMPANY","OWNER:Z. BOSKOVIC AIRCHARTERSP. O. BOX 45646 NAIROBI.","1900-01-31","VALID"
"5Y-ZBO","CESSNA 206H","20608131","CESSNA AIRCRAFT COMPANY","Z. BOSKOVIC AIRCHARTERSP. O. BOX 45646NAIROBI.","2002-01-31","VALID"
"5Y-ZBR","CESSNA 208B","208B-0446","CESSNA AIRCRAFT COMPANY","OWNER:Z. BOSKOVIC AIRCHARTERS LTD, P. O. BOX 45646, NAIROBI, ","1995-08-31","VALID"
"5Y-ZBT","CESSNA 208B","208B-1243","CESSNA AIRCRAFT COMPANY","OWNER:Z BOSCOVIC AIR CHARTER.LTD P.O BOX 45646NAIROBI 00100","2007-05-31","VALID"
"5Y-ZBW","CESSNA 208","208B-0409","CESSNA AIRCRAFT COMPANY","OWNER:Z. BOSKOVIC AIR CHARTERS, P. O. BOX 45646, NAIROBI, ","1995-02-31","VALID"
"5Y-ZBX","CESSNA C208B-","1170","CESSNA AIRCRAFT COMPANY","OWNER:Z.BOSKOVIC AIRCHARTERS LTDP.OBOX 45646 NAIROBI","2006-02-31","VALID"
"5Y-ZKL","AS 350-B2-4140","EUROCOPTTER","EUROCOPTER ","OWNER:SICHAM AVIATION LTD.P.O. BOX 63023-00200 NAIROBI.","2006-12-31","VALID"
"5Y-ZMK","PA","34-200T,34-7970180","PIPER AIRCRAFT COMPANY","OWNER:KENYA SCHOOL OF FLYINGP. O. BOX 74714-00200NAIROBI","2007-01-31","VALID"
"5Y-ZUS","AS 350 B3 -3259","EUROCOPTER","EUROCOPTER INTERNATIONAL","OWNER:LARKEN HOLDINGSP.O BOX 4439,CH-8022,ZURICH,SWITZERLLESSEE:HELIPROPS LTD.P.O BOX 24498 00502NAIROBI","2008-05-31","VALID"
"5Y-ZYS","CESSNA 404 ""TITTAN""","233","CESSNA AIRCRAFT COMPANY","OWNER:SAFARI AIR SERVICES P. O. BOX 41951NAIROBI","","EXPIRED"
"5Y-ZZZ","CESSNA 402B","402-1238","CESSNA AIRCRAFT COMPANY","OWNER:UNITED AIRLINES LTD.P. O. BOX 53521 NAIROBI","","EXPIRED"
